M E_tot E_int S T a b c LL_index
-3 13.417781725606194 0.41778172560619325 2. 119.99999999999996 0 0 0 3
-3 13.318309886177978 0.3183098861779788 2. 120. 0 0 0 3
-3 13.698595484682674 0.6985954846826741 1. 119.99999999999997 0 0 0 4
-3 13.653192347684136 0.6531923476841358 0.9999999999999998 119.99999999999996 0 0 0 4
-3 13.634207895899328 0.6342078958993278 0.9999999999999998 119.99999999999999 0 0 0 4
-3 13.59209289508445 0.5920928950844508 1. 119.99999999999994 0 0 0 4
-3 13.580628290064409 0.5806282900644093 1. 119.99999999999994 0 0 0 4
-3 13.526126880599952 0.5261268805999515 0.9999999999999998 119.99999999999993 0 0 0 4
-3 13.49423403071364 0.49423403071363947 1. 119.99999999999999 0 0 0 4
-3 13.478484478684258 0.47848447868425875 1.0000000000000002 120. 0 0 0 4
-3 13.42650750191849 0.4265075019184892 1. 119.99999999999999 0 0 0 4
-3 13.381907771387217 0.3819077713872171 1.0000000000000002 119.99999999999997 0 0 0 4
-3 13.738712622927723 0.7387126229277237 0 120.00000000000001 0 0 0 4
-3 13.701718632444702 0.7017186324447033 0 120.00000000000004 0 0 0 4
-3 13.641998135029105 0.6419981350291047 0 119.99999999999997 0 0 0 4
-3 13.576936668698965 0.576936668698965 0 120.00000000000004 0 0 0 3
-3 13.53987936949301 0.5398793694930091 0 119.99999999999999 0 0 0 4
-3 13.466291854429313 0.46629185442931226 0 120. 0 0 0 4
-3 13.437676093493423 0.43767609349342174 1.9999999999999996 98.99999999999996 0 0 1.0000000000000002 3
-3 13.70406164139279 0.7040616413927905 1. 98.99999999999997 0 0 1.0000000000000002 4
-3 13.616725404469529 0.6167254044695286 1. 98.99999999999996 0 1.0000000000000002 0 3
-3 13.648082528166348 0.6480825281663479 1.0000000000000002 99.00000000000001 0 0 1.0000000000000007 4
-3 13.537147932926517 0.5371479329265181 0.9999999999999998 98.99999999999991 0 0.9999999999999998 0 3
-3 13.547565582641289 0.5475655826412889 1.0000000000000004 99.00000000000004 0 0 1.0000000000000009 4
-3 13.52740312991067 0.5274031299106705 1.0000000000000002 98.99999999999999 0 0 1.0000000000000007 4
-3 13.833776897280034 0.8337768972800345 0 98.99999999999999 0 0 1.0000000000000002 4
-3 13.74813867163736 0.7481386716373604 0 98.99999999999996 0 1.0000000000000002 0 3
-3 13.731889236627167 0.731889236627167 0 98.99999999999989 0 0 0.9999999999999998 4
-3 13.692994086291003 0.692994086291003 0 98.99999999999986 0 0 0.9999999999999993 4
-3 13.60467834462213 0.604678344622129 0 99. 0 1.0000000000000007 0 3
-3 13.612623194306439 0.6126231943064383 0 98.99999999999993 0 0 1. 4
-3 13.530653494030465 0.5306534940304649 0 99. 0 0 1.0000000000000007 4
-3 13.696302876016404 0.6963028760164036 0.9999999999999998 79.99999999999994 0 0 1.9999999999999998 4
-3 13.656514140243614 0.6565141402436137 1.0000000000000002 79.99999999999997 0 1.0000000000000004 1.0000000000000004 3
-3 13.636619772356957 0.6366197723569571 1.0000000000000002 79.99999999999997 0 0 2. 4
-3 13.656514140242756 0.6565141402427555 0.9999999999999998 79.99999999999991 0.9999999999999998 0 0 3
-3 13.775880347561923 0.7758803475619233 0 79.99999999999994 0 1. 1. 3
-3 13.736091611788828 0.7360916117888272 0 79.99999999999987 0 0 1.999999999999998 4
-3 13.77588034756126 0.7758803475612599 0 79.99999999999994 1.0000000000000004 0 0 3
-3 13.795774715448992 0.795774715448993 0 62.999999999999986 0 0 3.000000000000001 4
-1 13.464346577221274 0.4643465772212744 2.000000000000001 120. 0 0 0 3
-1 13.423596537209418 0.4235965372094178 2.000000000000001 120.00000000000001 0 0 0 3
-1 13.339820225674044 0.33982022567404435 2. 119.99999999999993 0 0 0 3
-1 13.284208619239058 0.28420861923905805 1.9999999999999996 119.99999999999991 0 0 0 3
-1 13.725692013855815 0.7256920138558146 1. 119.99999999999993 0 0 0 3
-1 13.68375753916228 0.6837575391622784 1. 119.99999999999999 0 0 0 3
-1 13.654415989613174 0.6544159896131747 0.9999999999999998 119.99999999999994 0 0 0 3
-1 13.618555025995287 0.6185550259952858 0.9999999999999998 119.99999999999999 0 0 0 3
-1 13.603518296033286 0.6035182960332868 0.9999999999999998 119.99999999999993 0 0 0 3
-1 13.553372937086886 0.5533729370868857 1. 119.99999999999991 0 0 0 3
-1 13.538620658150617 0.5386206581506174 1.0000000000000002 120.00000000000001 0 0 0 3
-1 13.536279132575341 0.5362791325753409 1.0000000000000002 120.00000000000001 0 0 0 3
-1 13.504827374346961 0.5048273743469611 1.0000000000000002 120. 0 0 0 3
-1 13.473478908079706 0.47347890807970583 1. 119.99999999999994 0 0 0 3
-1 13.457654662887773 0.45765466288777323 1.0000000000000002 119.99999999999999 0 0 0 3
-1 13.407435902920419 0.4074359029204186 0.9999999999999998 119.99999999999991 0 0 0 3
-1 13.394416814366947 0.39441681436694603 1. 119.99999999999994 0 0 0 3
-1 13.771844901012113 0.7718449010121121 0 119.99999999999994 0 0 0 3
-1 13.742195169600564 0.7421951696005632 0 119.99999999999999 0 0 0 3
-1 13.714811384593778 0.7148113845937782 0 119.99999999999997 0 0 0 3
-1 13.672830333900855 0.6728303339008543 0 119.99999999999996 0 0 0 3
-1 13.605766566478179 0.6057665664781784 0 119.99999999999996 0 0 0 3
-1 13.562899402640383 0.5628994026403836 0 119.99999999999994 0 0 0 3
-1 13.535198407420916 0.5351984074209162 0 120.00000000000004 0 0 0 3
-1 13.497359197152512 0.49735919715251187 0 119.99999999999996 0 0 0 3
-1 13.437676093495051 0.4376760934950518 2. 99. 0 1.0000000000000004 0 2
-1 13.39788735772131 0.39788735772130973 2. 98.99999999999999 0 0 1.0000000000000004 3
-1 13.704061641393151 0.7040616413931513 0.9999999999999998 98.99999999999989 0 1. 0 3
-1 13.696302876015794 0.6963028760157947 0.9999999999999998 98.99999999999993 0 0 1.0000000000000002 3
-1 13.688455567978266 0.6884555679782667 1. 98.99999999999999 0 0 1. 3
-1 13.648082528166276 0.6480825281662761 1.0000000000000007 99. 0 1.0000000000000013 0 3
-1 13.604237338186325 0.6042373381863239 1.0000000000000004 99.00000000000006 0 0 1.000000000000001 3
-1 13.547565582641571 0.5475655826415713 1.0000000000000002 99.00000000000001 0 1.0000000000000009 0 3
-1 13.527403129911384 0.5274031299113853 1.0000000000000002 99.00000000000003 0 1.0000000000000007 0 3
-1 13.544995240964068 0.5449952409640691 0.9999999999999998 98.99999999999993 0 0 1.0000000000000002 3
-1 13.489952895551435 0.4899528955514344 1. 98.99999999999996 0 0 1.0000000000000004 3
-1 13.87284905783034 0.8728490578303397 0 99.00000000000001 0 0 1.0000000000000004 3
-1 13.833776897279511 0.8337768972795121 0 98.99999999999994 0 0.9999999999999997 0 3
-1 13.731889236627715 0.7318892366277158 0 98.99999999999984 0 0.9999999999999994 0 3
-1 13.740969687228967 0.7409696872289674 0 99.00000000000001 0 0 1.0000000000000009 3
-1 13.69299408629124 0.6929940862912398 0 98.99999999999996 0 1.0000000000000007 0 3
-1 13.656514140243203 0.6565141402432033 0 98.99999999999994 0 0 1. 3
-1 13.612623194306451 0.6126231943064503 0 98.99999999999987 0 1. 0 3
-1 13.594456090310038 0.5944560903100375 0 98.99999999999999 0 0 1. 3
-1 13.530653494032414 0.5306534940324132 0 98.99999999999991 0 0.9999999999999996 0 3
-1 13.696302876016563 0.6963028760165637 1. 79.99999999999996 0 1.0000000000000002 1.0000000000000002 3
-1 13.656514140243932 0.6565141402439324 1.0000000000000002 80. 0 2.0000000000000018 0 2
-1 13.69630287601663 0.6963028760166292 0.9999999999999998 79.99999999999994 0 0 1.9999999999999998 3
-1 13.636619772357395 0.6366197723573951 0.9999999999999998 79.99999999999996 0 1.0000000000000002 1.0000000000000002 3
-1 13.636619772358141 0.6366197723581416 0.9999999999999998 79.99999999999996 0 0 1.9999999999999998 3
-1 13.696302876015162 0.6963028760151623 0.9999999999999998 79.99999999999991 1.0000000000000002 0 0 3
-1 13.636619772356502 0.6366197723565025 1.0000000000000002 80.00000000000001 1.0000000000000007 0 0 3
-1 13.775880347562572 0.7758803475625718 0 79.99999999999999 0 2. 0 2
-1 13.736091611789591 0.7360916117895916 0 79.99999999999994 0 1.0000000000000002 1.0000000000000002 3
-1 13.736091611789082 0.7360916117890826 0 79.99999999999993 0 0 2.0000000000000004 3
-1 13.736091611787113 0.7360916117871144 0 79.99999999999997 1.0000000000000002 0 0 3
-1 13.79577471544883 0.7957747154488307 0 62.99999999999997 0 1.0000000000000004 2.000000000000001 3
-1 13.795774715447632 0.7957747154476311 0 62.99999999999997 1. 0 1. 3
1 13.464346577221274 0.46434657722127454 2.0000000000000004 119.99999999999999 0 0 0 2
1 13.423596537209418 0.4235965372094176 2.0000000000000004 119.99999999999996 0 0 0 2
1 13.339820225674044 0.33982022567404435 2. 120. 0 0 0 2
1 13.284208619239058 0.28420861923905827 2. 119.99999999999999 0 0 0 2
1 13.725692013855815 0.725692013855815 1. 119.99999999999999 0 0 0 3
1 13.683757539162277 0.6837575391622782 1.0000000000000002 119.99999999999997 0 0 0 3
1 13.654415989613176 0.6544159896131749 1. 119.99999999999994 0 0 0 3
1 13.618555025995287 0.6185550259952861 1.0000000000000002 119.99999999999999 0 0 0 3
1 13.603518296033286 0.603518296033287 0.9999999999999993 119.99999999999994 0 0 0 3
1 13.553372937086886 0.5533729370868851 0.9999999999999993 119.9999999999999 0 0 0 3
1 13.538620658150617 0.5386206581506171 0.9999999999999998 119.99999999999996 0 0 0 3
1 13.536279132575341 0.5362791325753407 1.0000000000000002 119.99999999999997 0 0 0 3
1 13.504827374346961 0.5048273743469615 1.0000000000000002 120. 0 0 0 3
1 13.473478908079706 0.47347890807970594 1.0000000000000002 120. 0 0 0 3
1 13.457654662887773 0.45765466288777323 1.0000000000000002 120.00000000000003 0 0 0 3
1 13.407435902920419 0.407435902920419 1.0000000000000002 119.99999999999999 0 0 0 3
1 13.394416814366947 0.3944168143669461 1. 119.99999999999999 0 0 0 3
1 13.771844901012113 0.7718449010121132 0 120.00000000000003 0 0 0 3
1 13.742195169600564 0.7421951696005629 0 119.99999999999996 0 0 0 3
1 13.714811384593778 0.7148113845937779 0 119.99999999999999 0 0 0 3
1 13.672830333900855 0.6728303339008543 0 120.00000000000004 0 0 0 3
1 13.605766566478179 0.6057665664781784 0 119.99999999999993 0 0 0 3
1 13.562899402640385 0.5628994026403841 0 119.99999999999997 0 0 0 3
1 13.535198407420916 0.5351984074209161 0 119.99999999999993 0 0 0 3
1 13.497359197152512 0.49735919715251176 0 119.99999999999997 0 0 0 3
1 13.437676093495051 0.43767609349505193 2.0000000000000004 98.99999999999999 0 0 1.0000000000000007 2
1 13.39788735772131 0.3978873577213097 2. 98.99999999999997 0 0.9999999999999999 0 2
1 13.696302876015794 0.696302876015795 1.0000000000000002 99. 0 1.0000000000000004 0 2
1 13.688455567978266 0.6884555679782662 1. 98.99999999999999 0 1.0000000000000004 0 2
1 13.704061641393151 0.7040616413931516 1. 98.99999999999999 0 0 1.0000000000000004 3
1 13.648082528166276 0.6480825281662759 1.0000000000000002 98.99999999999997 0 0 1.0000000000000007 3
1 13.604237338186323 0.6042373381863233 0.9999999999999998 98.99999999999997 0 1.0000000000000002 0 2
1 13.544995240964068 0.5449952409640689 0.9999999999999998 98.99999999999991 0 0.9999999999999999 0 2
1 13.547565582641571 0.5475655826415712 1.0000000000000002 98.99999999999999 0 0 1.0000000000000002 3
1 13.527403129911384 0.5274031299113852 1.0000000000000002 99.00000000000001 0 0 1.0000000000000004 3
1 13.489952895551435 0.4899528955514342 0.9999999999999998 98.99999999999989 0 0.9999999999999997 0 2
1 13.87284905783034 0.8728490578303393 0 98.99999999999991 0 0.9999999999999999 0 2
1 13.833776897279513 0.8337768972795124 0 98.99999999999993 0 0 1. 3
1 13.740969687228967 0.7409696872289669 0 98.99999999999999 0 0.9999999999999999 0 2
1 13.731889236627715 0.731889236627716 0 98.99999999999994 0 0 0.9999999999999997 3
1 13.69299408629124 0.6929940862912397 0 98.99999999999996 0 0 1.0000000000000002 3
1 13.656514140243203 0.6565141402432032 0 98.99999999999997 0 1. 0 2
1 13.594456090310036 0.5944560903100369 0 98.9999999999999 0 0.9999999999999996 0 2
1 13.612623194306451 0.6126231943064502 0 98.99999999999991 0 0 0.9999999999999998 3
1 13.530653494032414 0.5306534940324134 0 98.99999999999997 0 0 1.0000000000000007 3
1 13.69630287601663 0.6963028760166293 0.9999999999999998 79.99999999999991 0 1.9999999999999996 0 2
1 13.696302876016563 0.6963028760165634 1.0000000000000002 79.99999999999999 0 1.0000000000000004 1.0000000000000004 2
1 13.636619772358141 0.6366197723581417 1. 80.00000000000001 0 1.9999999999999998 0 2
1 13.636619772357395 0.6366197723573951 1. 79.99999999999997 0 1.0000000000000004 1.0000000000000002 2
1 13.656514140243932 0.6565141402439323 1. 79.99999999999999 0 0 2.0000000000000013 3
1 13.696302876015162 0.6963028760151625 1. 79.99999999999994 0.9999999999999999 0 0 2
1 13.636619772356502 0.6366197723565025 1. 79.99999999999999 1. 0 0 2
1 13.736091611789083 0.7360916117890833 0 80.00000000000003 0 2.0000000000000018 0 2
1 13.775880347562572 0.7758803475625715 0 79.99999999999994 0 0 1.9999999999999998 3
1 13.736091611789591 0.7360916117895913 0 80. 0 1.0000000000000002 1.0000000000000007 2
1 13.736091611787113 0.7360916117871134 0 79.9999999999999 0.9999999999999998 0 0 2
1 13.79577471544883 0.7957747154488304 0 62.99999999999997 0 2.0000000000000004 1.0000000000000002 2
1 13.795774715447632 0.7957747154476309 0 62.99999999999993 0.9999999999999996 1. 0 2
3 13.417781725606194 0.41778172560619314 2. 119.99999999999996 0 0 0 1
3 13.318309886177978 0.3183098861779787 2. 119.99999999999993 0 0 0 1
3 13.698595484682674 0.698595484682674 0.9999999999999998 119.9999999999999 0 0 0 2
3 13.653192347684136 0.6531923476841356 0.9999999999999998 119.99999999999993 0 0 0 2
3 13.634207895899328 0.6342078958993278 0.9999999999999998 119.99999999999994 0 0 0 2
3 13.59209289508445 0.592092895084451 1.0000000000000002 119.99999999999997 0 0 0 2
3 13.580628290064409 0.5806282900644093 0.9999999999999998 119.99999999999997 0 0 0 2
3 13.526126880599952 0.5261268805999516 0.9999999999999998 120. 0 0 0 2
3 13.49423403071364 0.4942340307136398 1.0000000000000002 119.99999999999996 0 0 0 2
3 13.478484478684258 0.4784844786842585 1.0000000000000002 119.99999999999999 0 0 0 2
3 13.42650750191849 0.4265075019184892 1.0000000000000002 119.99999999999994 0 0 0 2
3 13.381907771387217 0.381907771387217 0.9999999999999993 119.99999999999991 0 0 0 2
3 13.738712622927723 0.7387126229277231 0 119.99999999999999 0 0 0 2
3 13.701718632444702 0.7017186324447031 0 120. 0 0 0 2
3 13.641998135029105 0.6419981350291045 0 119.99999999999997 0 0 0 2
3 13.576936668698965 0.5769366686989644 0 119.99999999999997 0 0 0 2
3 13.53987936949301 0.5398793694930091 0 120. 0 0 0 2
3 13.466291854429311 0.4662918544293121 0 119.99999999999996 0 0 0 2
3 13.437676093493423 0.43767609349342196 2.0000000000000004 98.99999999999999 0 1.0000000000000004 0 1
3 13.70406164139279 0.7040616413927907 1.0000000000000002 98.99999999999997 0 1.0000000000000004 0 2
3 13.648082528166348 0.6480825281663478 1.0000000000000002 99.00000000000001 0 1.0000000000000004 0 2
3 13.616725404469529 0.6167254044695291 1.0000000000000004 99.00000000000003 0 0 1.0000000000000009 2
3 13.547565582641289 0.5475655826412885 0.9999999999999998 98.99999999999996 0 1. 0 2
3 13.52740312991067 0.5274031299106701 0.9999999999999998 98.9999999999999 0 0.9999999999999998 0 2
3 13.53714793292652 0.5371479329265184 1. 98.99999999999996 0 0 1.0000000000000004 2
3 13.833776897280034 0.8337768972800342 0 98.99999999999996 0 1.0000000000000002 0 2
3 13.731889236627167 0.731889236627167 0 98.99999999999997 0 1.0000000000000002 0 2
3 13.748138671637362 0.7481386716373609 0 99. 0 0 1.000000000000001 2
3 13.692994086291003 0.6929940862910037 0 98.99999999999997 0 0.9999999999999999 0 2
3 13.612623194306439 0.6126231943064383 0 98.99999999999999 0 1.0000000000000007 0 2
3 13.60467834462213 0.604678344622129 0 98.99999999999994 0 0 1.0000000000000002 2
3 13.530653494030465 0.5306534940304648 0 98.99999999999997 0 1.0000000000000002 0 2
3 13.696302876016404 0.6963028760164041 1.0000000000000002 80.00000000000001 0 2.0000000000000018 0 1
3 13.636619772356957 0.6366197723569571 1. 79.99999999999999 0 2.000000000000001 0 1
3 13.656514140243614 0.6565141402436135 1. 79.99999999999996 0 1.0000000000000002 1.0000000000000004 2
3 13.656514140242756 0.6565141402427559 1. 79.99999999999996 1. 0 0 2
3 13.775880347561923 0.7758803475619229 0 79.99999999999997 0 0.9999999999999999 0.9999999999999998 2
3 13.736091611788828 0.736091611788828 0 79.99999999999996 0 2. 0 1
3 13.77588034756126 0.7758803475612599 0 79.99999999999997 1.0000000000000002 0 0 2
3 13.795774715448992 0.7957747154489924 0 62.999999999999964 0 2.999999999999999 0 1
5 13.377992989833245 0.37799298983324636 2.000000000000001 120.00000000000006 0 0 0 1
5 13.650148937386387 0.6501489373863878 1. 120. 0 0 0 1
5 13.614112812398549 0.6141128123985491 1.0000000000000002 120.00000000000006 0 0 0 1
5 13.59341770268455 0.59341770268455 0.9999999999999998 119.99999999999996 0 0 0 1
5 13.481469032225188 0.481469032225188 1.0000000000000002 120.00000000000004 0 0 0 1
5 13.48087816316766 0.4808781631676603 1. 120.00000000000001 0 0 0 1
5 13.735065964522384 0.7350659645223852 0 120.00000000000009 0 0 0 1
5 13.61672540446905 0.6167254044690514 0 120.00000000000003 0 0 0 1
5 13.543147172161419 0.5431471721614178 0 119.99999999999996 0 0 0 1
5 13.616725404470566 0.6167254044705661 1.0000000000000002 99.00000000000001 0 1.0000000000000004 0 1
5 13.537147932924514 0.5371479329245141 1.0000000000000002 99.00000000000001 0 1.0000000000000004 0 1
5 13.748138671637207 0.7481386716372067 0 98.99999999999999 0 1.0000000000000004 0 1
5 13.656514140242855 0.656514140242856 0 98.99999999999996 0 0 0.9999999999999998 1
5 13.604678344622194 0.6046783446221937 0 99.00000000000003 0 1.0000000000000007 0 1
5 13.656514140243289 0.6565141402432892 1. 79.99999999999997 0 2.0000000000000004 0 1
5 13.775880347561772 0.7758803475617727 0 80. 0 2.0000000000000004 0 1
7 13.557042300811268 0.5570423008112687 0.9999999999999998 119.99999999999999 0 0 0 0
7 13.656514140243702 0.6565141402437017 0 98.99999999999999 0 1. 0 0
-8 14.482438421240147 0.4824384212401461 1. 143. 0 0 0 4
-8 14.632419546193717 0.6324195461937169 0 143.00000000000003 0 0 0 4
-8 14.471717871489364 0.47171787148936417 0 142.99999999999997 0 0 0 4
-8 14.55704230081299 0.5570423008129902 1. 120.00000000000001 0 0 1. 4
-8 14.656514140244155 0.6565141402441554 0 99.00000000000006 0 0 2.0000000000000013 4
-6 14.377992989837422 0.37799298983742247 2. 143.00000000000006 0 0 0 4
-6 14.328257070121 0.3282570701209987 2. 142.99999999999997 0 0 0 4
-6 14.61004365737413 0.61004365737413 1.0000000000000002 143.00000000000003 0 0 0 5
-6 14.58655843766237 0.5865584376623699 1. 142.99999999999994 0 0 0 5
-6 14.573191387982138 0.5731913879821382 0.9999999999999993 142.99999999999986 0 0 0 5
-6 14.53813415700237 0.5381341570023691 1.0000000000000002 143.00000000000006 0 0 0 5
-6 14.48704849944593 0.48704849944593015 0.9999999999999993 142.99999999999991 0 0 0 5
-6 14.457107216656045 0.45710721665604526 1.0000000000000002 143.00000000000003 0 0 0 5
-6 14.401648959428284 0.40164895942828394 1. 142.99999999999991 0 0 0 5
-6 14.340062037593569 0.3400620375935693 1. 143. 0 0 0 5
-6 14.707668363391797 0.7076683633917965 0 143.00000000000003 0 0 0 5
-6 14.653601396936475 0.6536013969364755 0 143. 0 0 0 5
-6 14.595376801291788 0.5953768012917879 0 142.99999999999994 0 0 0 5
