M E_int S T a b c
14 0.4455817621858367 1.0000000000000004 323.0000000000001 0 0 0
14 0.43008708360668335 0.9999999999999996 322.9999999999998 0 0 0
14 0.3963953697092531 1. 322.99999999999983 0 0 0
14 0.3917399587837938 1.0000000000000002 323.0000000000001 0 0 0
14 0.3720861805377848 0.9999999999999996 322.9999999999999 0 0 0
14 0.3509515255530818 0.9999999999999993 322.99999999999983 0 0 0
14 0.3329768595250297 0.9999999999999998 323. 0 0 0
14 0.3082712484582349 0.9999999999999998 322.99999999999994 0 0 0
14 0.29557037503531153 0.9999999999999998 322.9999999999999 0 0 0
14 0.2790484555796886 1. 322.99999999999994 0 0 0
14 0.24715327879785873 0.9999999999999998 323. 0 0 0
14 0.22109067816741973 0.9999999999999998 322.9999999999999 0 0 0
14 0.18193857252613654 0.9999999999999998 322.99999999999983 0 0 0
14 0.16506310417192507 0.9999999999999993 322.9999999999996 0 0 0
14 0.5789130942368632 0 323.0000000000001 0 0 0
14 0.533759558491044 0 322.99999999999983 0 0 0
14 0.4956093910838452 0 322.99999999999994 0 0 0
14 0.46858039402282253 0 322.99999999999966 0 0 0
14 0.45240765820834006 0 322.9999999999999 0 0 0
14 0.41990033842976365 0 323.0000000000002 0 0 0
14 0.4048366454500271 0 323.00000000000006 0 0 0
14 0.39703215180041274 0 323. 0 0 0
14 0.37429836222841606 0 322.99999999999955 0 0 0
14 0.34215754772159496 0 322.9999999999999 0 0 0
14 0.31923347194360946 0 322.9999999999999 0 0 0
14 0.2935624031569362 0 322.99999999999983 0 0 0
14 0.26759888204404714 0 323. 0 0 0
14 0.21090198401604204 0 323.0000000000002 0 0 0
14 0.1531453594501207 0 322.9999999999999 0 0 0
14 0.2979543461653284 1.9999999999999982 287.9999999999997 0 0.9999999999999993 0
14 0.2661451757680572 2. 288.00000000000006 0 1. 0
14 0.14961092599433207 1.9999999999999996 287.99999999999983 0 0.9999999999999996 0
14 0.5098068678443771 1.0000000000000002 288.00000000000006 0 1. 0
14 0.4951330009931114 1.0000000000000004 288.00000000000006 0 1.0000000000000004 0
14 0.4628181200140044 1. 288.00000000000006 0 0.9999999999999998 0
14 0.42362697579094777 0.9999999999999989 287.99999999999955 0 0.9999999999999978 0
14 0.4066377876206848 1.0000000000000004 288.00000000000017 0 1.0000000000000007 0
14 0.3986369474803232 0.9999999999999996 287.9999999999998 0 0.9999999999999994 0
14 0.3927444284589205 0.9999999999999998 287.9999999999998 0 0.9999999999999992 0
14 0.3652266493914144 1. 288.00000000000017 0 0.9999999999999998 0
14 0.3314911272743739 1. 288. 0 1.0000000000000002 0
14 0.29245804189432273 0.9999999999999998 287.99999999999994 0 1. 0
14 0.2732236607417816 0.9999999999999993 287.9999999999998 0 0.9999999999999992 0
14 0.24649366323405184 1.0000000000000004 288.00000000000017 0 1.0000000000000004 0
14 0.23431177517471344 1.0000000000000004 288.0000000000001 0 1.0000000000000002 0
14 0.13181286551102367 0.9999999999999998 287.9999999999998 0 0.9999999999999996 0
14 0.5646387164185995 0 287.99999999999994 0 1.0000000000000002 0
14 0.49432225329032103 0 288.00000000000006 0 1. 0
14 0.46065004351148314 0 288. 0 1. 0
14 0.40213622932680104 0 287.9999999999999 0 0.9999999999999999 0
14 0.3835238629084418 0 288.00000000000006 0 1.0000000000000004 0
14 0.355782927249335 0 288.0000000000002 0 1. 0
14 0.3453760914398981 0 287.99999999999994 0 0.9999999999999994 0
14 0.2393049115856388 0 288.00000000000006 0 1. 0
14 0.30307703693480725 2.000000000000001 255.0000000000001 0 2.0000000000000004 0
14 0.2241237120570963 2.000000000000001 255.0000000000001 0 2.0000000000000004 0
14 0.49972931774358215 1. 254.99999999999991 0 1.9999999999999991 0
14 0.4634330778884082 0.9999999999999998 254.9999999999999 0 1.9999999999999987 0
14 0.44981947261186384 1. 254.99999999999983 0 1.9999999999999984 0
14 0.39168744957603746 1. 255.00000000000006 0 1.9999999999999998 0
14 0.3629933603325747 0.9999999999999989 254.99999999999966 0 1.999999999999997 0
14 0.3392487084075984 1.0000000000000002 255.00000000000003 0 2.0000000000000004 0
14 0.2953874551678239 0.9999999999999998 255. 0 2. 0
14 0.19895306364759868 1.0000000000000002 254.99999999999997 0 1.9999999999999996 0
14 0.593760628352285 0 255.0000000000001 0 2.0000000000000004 0
14 0.5276652943846109 0 254.99999999999994 0 1.9999999999999987 0
14 0.49141004175017694 0 255.00000000000003 0 2.0000000000000004 0
14 0.4669056079003661 0 255.00000000000003 0 2.0000000000000004 0
14 0.4406944919718603 0 254.99999999999991 0 2. 0
14 0.39421375775741985 0 254.99999999999994 0 2.0000000000000004 0
14 0.3387987273291918 0 254.9999999999996 0 1.999999999999998 0
14 0.32018666064894 0 254.99999999999991 0 2.0000000000000004 0
14 0.19013051442989232 0 255.00000000000006 0 1.9999999999999996 0
14 0.27852115041081665 1.9999999999999996 224. 0 2.9999999999999982 0
14 0.5237798882282573 1. 224.0000000000001 0 2.9999999999999996 0
14 0.4905912125484759 1. 223.99999999999994 0 3.000000000000001 0
14 0.42335108092906004 1. 223.99999999999997 0 3.0000000000000013 0
14 0.40667245084332954 0.9999999999999998 223.99999999999994 0 2.9999999999999982 0
14 0.37795880204132165 0.9999999999999998 224. 0 3.0000000000000013 0
14 0.3000953878439761 1.0000000000000002 223.99999999999997 0 3.0000000000000004 0
14 0.25157209973759964 1.0000000000000004 224.00000000000006 0 3.0000000000000018 0
14 0.5692002740799891 0 223.99999999999994 0 2.999999999999999 0
14 0.48568101968651284 0 223.9999999999999 0 2.9999999999999987 0
14 0.4117453420705031 0 224.00000000000026 0 3.0000000000000013 0
14 0.392253363556616 0 224.00000000000014 0 3.0000000000000004 0
14 0.3083627022405471 2. 195.00000000000003 0 4. 0
14 0.5039579965355192 1.0000000000000007 195.0000000000001 0 4.000000000000002 0
14 0.46369173137439595 1.0000000000000007 195.00000000000026 0 4.0000000000000036 0
14 0.36029932851308777 1.0000000000000007 195.0000000000001 0 4.000000000000002 0
14 0.6116625820759923 0 195.00000000000014 0 4.000000000000002 0
14 0.4929237121308548 0 194.99999999999994 0 3.9999999999999996 0
14 0.4557718900255761 0 194.99999999999997 0 3.9999999999999996 0
14 0.3432841429057939 0 195.00000000000006 0 4. 0
14 0.5397624947321236 1. 168.00000000000009 0 4.999999999999998 0
14 0.44817771035653475 1.0000000000000007 168.00000000000017 0 5.000000000000001 0
14 0.3922315670363722 1.0000000000000004 168.0000000000001 0 5.000000000000003 0
14 0.5744498727223099 0 168.00000000000009 0 5.000000000000003 0
14 0.4327025015310907 0 168.00000000000009 0 5.000000000000002 0
14 0.48243842124730785 1. 143.00000000000003 0 5.999999999999999 0
14 0.6324195462018837 0 143.00000000000003 0 5.999999999999997 0
14 0.4717178714981399 0 143.0000000000001 0 6.000000000000001 0
14 0.5570423008216339 1.0000000000000002 120.00000000000007 0 7.000000000000001 0
14 0.6565141402540686 0 98.99999999999996 0 8. 0
15 0 3.0000000000000018 360.0000000000003 0 0 0
15 0.29840028305477556 2.000000000000001 360.00000000000017 0 0 0
15 0.28033484478798276 2.000000000000001 360.0000000000001 0 0 0
15 0.25439193360802836 1.9999999999999996 359.9999999999998 0 0 0
15 0.23546241403138699 2. 360.00000000000034 0 0 0
15 0.16628252743315763 2.0000000000000004 360.0000000000001 0 0 0
15 0.12105350834804283 2. 359.99999999999983 0 0 0
15 0.49933770191764204 1. 360. 0 0 0
15 0.4950407365045982 1.0000000000000004 360.0000000000003 0 0 0
15 0.4661339168832202 1.0000000000000002 360.0000000000002 0 0 0
15 0.4427281018227161 1.0000000000000004 360.00000000000034 0 0 0
15 0.43080413228273673 1.0000000000000007 360.00000000000017 0 0 0
15 0.40578796338484757 1.0000000000000007 360.0000000000004 0 0 0
15 0.39684592438568844 1. 360. 0 0 0
15 0.390307786047311 1.0000000000000002 360.00000000000034 0 0 0
15 0.38137021163517076 1. 360.0000000000003 0 0 0
15 0.37096698859371446 0.9999999999999998 360. 0 0 0
15 0.3634990860383325 1.0000000000000009 360.00000000000045 0 0 0
15 0.33988731297128527 1. 360. 0 0 0
15 0.3348186170742246 1.0000000000000002 359.99999999999994 0 0 0
15 0.30325151451782395 1.0000000000000004 360.0000000000001 0 0 0
15 0.29658221331053614 0.9999999999999993 359.9999999999997 0 0 0
15 0.2823422885485476 0.9999999999999998 360.00000000000017 0 0 0
15 0.2717038841502643 1.0000000000000002 360.0000000000001 0 0 0
15 0.2570514997429962 1.0000000000000002 360.0000000000001 0 0 0
15 0.24321508995776658 1.0000000000000007 360.0000000000002 0 0 0
15 0.2287169854988715 0.9999999999999993 359.9999999999999 0 0 0
15 0.21767975745427948 0.9999999999999998 359.9999999999997 0 0 0
15 0.20255979866933724 1.0000000000000009 360.0000000000003 0 0 0
15 0.172149395785084 1.0000000000000004 360.0000000000001 0 0 0
15 0.1429226687657989 1.0000000000000002 360. 0 0 0
15 0.07877361207828613 0.9999999999999993 359.9999999999998 0 0 0
15 0.5613550078368905 0 359.9999999999999 0 0 0
15 0.50117852862706 0 359.99999999999994 0 0 0
15 0.4964053603983371 0 359.9999999999999 0 0 0
15 0.4636113713855601 0 360.00000000000006 0 0 0
15 0.43941482332030013 0 360.0000000000003 0 0 0
15 0.40009069534091357 0 360.0000000000001 0 0 0
15 0.3987102456214534 0 360.0000000000003 0 0 0
15 0.38105473622012587 0 360.0000000000003 0 0 0
15 0.36263540308228626 0 360.0000000000001 0 0 0
15 0.35243676415830677 0 360.0000000000002 0 0 0
15 0.3407682023179713 0 360.0000000000002 0 0 0
15 0.3083914246659531 0 359.99999999999983 0 0 0
15 0.26834054433553384 0 360.0000000000001 0 0 0
15 0.22596826190879063 0 360.0000000000006 0 0 0
15 0.19199554007276073 0 359.9999999999999 0 0 0
15 0.1590740453207236 0 359.9999999999999 0 0 0
15 0.2994752557001714 2. 323.0000000000001 0 1.0000000000000004 0
15 0.29009706667089447 1.9999999999999987 322.99999999999994 0 0.9999999999999988 0
15 0.24671810579249187 2.000000000000001 323.0000000000002 0 1.000000000000001 0
15 0.20399553680794105 2.0000000000000018 323.0000000000002 0 1.0000000000000009 0
15 0.06820334570369452 1.9999999999999996 323.00000000000006 0 0.9999999999999998 0
15 0.49792234316622885 1. 322.99999999999994 0 1.0000000000000002 0
15 0.4713004332076302 0.9999999999999998 323.0000000000001 0 0.9999999999999998 0
15 0.44558176218583667 1.0000000000000004 323.0000000000002 0 1.0000000000000009 0
15 0.4300870836066837 1. 322.9999999999999 0 1. 0
15 0.3963953697092532 1.0000000000000002 323.0000000000001 0 1.0000000000000002 0
15 0.391739958783794 1.0000000000000009 323.0000000000003 0 1.000000000000001 0
15 0.37208618053778497 0.9999999999999993 322.99999999999994 0 1. 0
15 0.3509515255530821 1.0000000000000004 323.0000000000001 0 1. 0
15 0.33297685952503 1.0000000000000007 323.00000000000034 0 1.0000000000000007 0
15 0.3082712484582346 0.9999999999999993 322.9999999999999 0 0.9999999999999988 0
15 0.2955703750353115 0.9999999999999993 322.99999999999955 0 0.999999999999999 0
15 0.2790484555796887 0.9999999999999998 323.0000000000003 0 0.9999999999999996 0
15 0.2471532787978588 1.0000000000000004 323.0000000000004 0 1.0000000000000002 0
15 0.22109067816741973 0.9999999999999996 322.99999999999994 0 0.999999999999999 0
15 0.1819385725261368 1.0000000000000007 323.0000000000002 0 1.0000000000000004 0
15 0.16506310417192543 1.0000000000000002 323.0000000000004 0 1.0000000000000009 0
15 0.5789130942368638 0 323.00000000000034 0 1.0000000000000007 0
15 0.5337595584910434 0 323.0000000000003 0 0.9999999999999998 0
15 0.49560939108384533 0 323.00000000000017 0 1.0000000000000007 0
15 0.46858039402282264 0 322.99999999999994 0 0.9999999999999996 0
15 0.45240765820834056 0 322.99999999999994 0 1.0000000000000004 0
15 0.4199003384297634 0 323.0000000000001 0 1.0000000000000002 0
15 0.4048366454500279 0 323.0000000000006 0 1.0000000000000016 0
15 0.39703215180041257 0 322.99999999999994 0 1. 0
15 0.37429836222841645 0 322.99999999999994 0 1.0000000000000004 0
15 0.34215754772159523 0 323.0000000000001 0 1. 0
15 0.3192334719436097 0 323. 0 1. 0
15 0.29356240315693655 0 323.0000000000003 0 1.0000000000000009 0
15 0.26759888204404736 0 323.0000000000001 0 0.9999999999999999 0
15 0.2109019840160421 0 323.0000000000001 0 0.9999999999999994 0
15 0.1531453594501208 0 323.0000000000001 0 1.0000000000000007 0
15 0.2979543461653288 2.000000000000001 288.0000000000001 0 2. 0
15 0.26614517576805746 2.0000000000000004 288.00000000000017 0 2.0000000000000004 0
15 0.14961092599433237 2.000000000000003 288.00000000000074 0 2.0000000000000036 0
15 0.5098068678443763 0.9999999999999993 287.9999999999998 0 1.9999999999999987 0
15 0.4951330009931114 1.0000000000000002 288.0000000000001 0 2.000000000000001 0
15 0.4628181200140043 1.0000000000000004 288.0000000000001 0 2. 0
15 0.42362697579094855 1.0000000000000002 288.00000000000017 0 2.0000000000000004 0
15 0.40663778762068464 0.9999999999999998 287.9999999999997 0 1.9999999999999984 0
15 0.3986369474803235 1. 288.00000000000017 0 1.9999999999999996 0
15 0.39274442845892055 0.9999999999999998 287.9999999999999 0 1.9999999999999996 0
15 0.36522664939141475 1.0000000000000002 287.99999999999994 0 2.000000000000001 0
15 0.3314911272743741 1.0000000000000002 288.0000000000001 0 2.0000000000000018 0
15 0.2924580418943228 0.9999999999999993 287.99999999999966 0 1.9999999999999998 0
15 0.2732236607417819 1.0000000000000002 288.0000000000001 0 2.0000000000000004 0
15 0.24649366323405197 1.0000000000000007 288.00000000000034 0 2.000000000000002 0
15 0.23431177517471347 0.9999999999999998 288.00000000000006 0 1.9999999999999991 0
15 0.13181286551102372 1.0000000000000002 288. 0 2.0000000000000004 0
15 0.5646387164185998 0 288.00000000000006 0 1.9999999999999996 0
15 0.49432225329032087 0 288.00000000000006 0 2.0000000000000004 0
15 0.46065004351148264 0 287.9999999999995 0 1.9999999999999973 0
15 0.4021362293268014 0 288.00000000000006 0 2.000000000000001 0
15 0.3835238629084417 0 288.00000000000006 0 2.0000000000000004 0
15 0.3557829272493348 0 287.99999999999994 0 1.9999999999999998 0
15 0.3453760914398981 0 288.00000000000006 0 2.0000000000000004 0
15 0.23930491158563869 0 287.9999999999999 0 1.9999999999999996 0
15 0.30307703693480725 2. 255.0000000000001 0 2.9999999999999987 0
15 0.22412371205709616 2. 255.00000000000014 0 3.0000000000000004 0
15 0.499729317743582 1.0000000000000002 254.99999999999994 0 3.000000000000001 0
15 0.46343307788840843 1.0000000000000002 254.99999999999997 0 3.0000000000000004 0
15 0.44981947261186417 1. 255.00000000000009 0 3.000000000000001 0
15 0.3916874495760375 1.0000000000000002 255.0000000000001 0 3.000000000000002 0
15 0.3629933603325753 1.0000000000000002 254.99999999999994 0 2.9999999999999996 0
15 0.33924870840759835 0.9999999999999996 254.99999999999991 0 2.9999999999999996 0
15 0.295387455167824 1.0000000000000007 255.0000000000002 0 3.0000000000000036 0
15 0.1989530636475987 1.0000000000000007 255.00000000000026 0 3.0000000000000013 0
15 0.5937606283522852 0 254.99999999999977 0 2.999999999999995 0
