M E_int S T a b c
20 0.3771740773339055 0.9999999999999987 574.9999999999997 0 0 0
20 0.3728664530656165 0.9999999999999991 574.9999999999997 0 0 0
20 0.3543719390162602 0.9999999999999989 574.9999999999993 0 0 0
20 0.3521035259716944 0.9999999999999998 574.9999999999997 0 0 0
20 0.3441483963483498 1.0000000000000007 575.0000000000007 0 0 0
20 0.34193603551678614 1. 574.9999999999994 0 0 0
20 0.34156141239298476 1.0000000000000004 575.0000000000005 0 0 0
20 0.33075856286745253 1.0000000000000002 575. 0 0 0
20 0.32286078219033687 1.000000000000001 575. 0 0 0
20 0.308001238543591 1. 574.9999999999995 0 0 0
20 0.303942403323983 1. 574.9999999999995 0 0 0
20 0.2983798296433525 1.0000000000000016 575.0000000000005 0 0 0
20 0.2906751135088862 0.9999999999999998 574.9999999999997 0 0 0
20 0.2864927802501945 0.9999999999999996 575. 0 0 0
20 0.283255331949615 0.9999999999999993 574.9999999999994 0 0 0
20 0.27895991160601125 1.0000000000000002 575.0000000000005 0 0 0
20 0.27682038517501467 0.9999999999999991 574.9999999999997 0 0 0
20 0.27592421120722344 0.9999999999999998 575.0000000000008 0 0 0
20 0.27492928152704993 1.0000000000000007 575.0000000000005 0 0 0
20 0.2730656497628252 1.000000000000002 575.0000000000011 0 0 0
20 0.2695106767685369 1.0000000000000007 575.0000000000002 0 0 0
20 0.2604172577467015 1.0000000000000007 575. 0 0 0
20 0.25605956808325603 0.9999999999999984 574.9999999999999 0 0 0
20 0.25282965619371645 0.9999999999999993 574.9999999999993 0 0 0
20 0.2495874449270227 1. 575. 0 0 0
20 0.24843806493258666 1.0000000000000007 575.0000000000006 0 0 0
20 0.2420649117261739 1.0000000000000009 575.0000000000007 0 0 0
20 0.23934501508945263 1.000000000000001 575.0000000000018 0 0 0
20 0.23740457289747452 1.0000000000000002 575.0000000000007 0 0 0
20 0.23520974775296688 1.0000000000000002 575.0000000000011 0 0 0
20 0.2319666102445074 0.9999999999999989 575.0000000000009 0 0 0
20 0.2265586687789219 0.9999999999999998 574.9999999999998 0 0 0
20 0.22576896118966858 0.9999999999999991 574.9999999999993 0 0 0
20 0.22284414576253514 0.9999999999999998 575.0000000000011 0 0 0
20 0.20664450263022283 0.9999999999999998 574.9999999999998 0 0 0
20 0.20439015966374185 0.9999999999999998 574.9999999999997 0 0 0
20 0.20121543260211858 1.000000000000001 575.0000000000007 0 0 0
20 0.1983032893788538 1.000000000000001 575.0000000000002 0 0 0
20 0.1929864737465205 1. 575. 0 0 0
20 0.19055613044112665 1.0000000000000004 575.0000000000002 0 0 0
20 0.18687554681072477 1.0000000000000002 575.0000000000002 0 0 0
20 0.18339032435785668 1.0000000000000004 575.0000000000002 0 0 0
20 0.17513392444439757 1.0000000000000007 575.0000000000006 0 0 0
20 0.1719646368206158 0.9999999999999993 574.9999999999989 0 0 0
20 0.17063672433016894 1.0000000000000002 575.0000000000001 0 0 0
20 0.16426759157760973 0.9999999999999991 574.999999999999 0 0 0
20 0.15884114229825638 1. 575.0000000000002 0 0 0
20 0.15330377458243977 1. 575.0000000000003 0 0 0
20 0.13858469970974627 0.9999999999999998 575.0000000000001 0 0 0
20 0.13502896716202073 1.0000000000000007 575.000000000001 0 0 0
20 0.12846336532982158 1.0000000000000007 575.0000000000008 0 0 0
20 0.12017469246527711 1.0000000000000016 575.0000000000014 0 0 0
20 0.11052041187645535 0.9999999999999991 574.9999999999993 0 0 0
20 0.10002551351546453 1.0000000000000013 575.0000000000002 0 0 0
20 0.0966741311992219 1.000000000000001 575.0000000000005 0 0 0
20 0.09308765539883702 1.0000000000000004 575.0000000000008 0 0 0
20 0.08885260864307748 0.9999999999999998 574.9999999999993 0 0 0
20 0.07980983072268755 1.000000000000002 575.0000000000003 0 0 0
20 0 1.0000000000000007 575.0000000000008 0 0 0
20 0 1.0000000000000016 575.0000000000013 0 0 0
20 0 1.000000000000001 575.000000000001 0 0 0
20 0.5586539745829464 0 575. 0 0 0
20 0.5266317591843716 0 575.000000000001 0 0 0
20 0.49733965702185406 0 574.9999999999995 0 0 0
20 0.49361091923296824 0 575. 0 0 0
20 0.4687080698666092 0 575. 0 0 0
20 0.46753454826694446 0 574.9999999999994 0 0 0
20 0.44372113844994815 0 575.0000000000011 0 0 0
20 0.42323586077081327 0 575. 0 0 0
20 0.41074578692965485 0 574.9999999999994 0 0 0
20 0.40691191398161053 0 574.9999999999995 0 0 0
20 0.40422149898921284 0 574.9999999999989 0 0 0
20 0.39865017197530506 0 575.0000000000002 0 0 0
20 0.3978856992829731 0 575. 0 0 0
20 0.39465831917754024 0 575.0000000000007 0 0 0
20 0.3888317013902947 0 574.999999999999 0 0 0
20 0.38670220154757484 0 575.0000000000013 0 0 0
20 0.37520259859063465 0 574.9999999999998 0 0 0
20 0.3734078403866034 0 574.9999999999983 0 0 0
20 0.3684381112954064 0 575.0000000000005 0 0 0
20 0.35380966551087417 0 574.999999999999 0 0 0
20 0.3505168083670279 0 575.0000000000003 0 0 0
20 0.34743775572078905 0 575. 0 0 0
20 0.34272284344302334 0 575.0000000000003 0 0 0
20 0.34204832494715176 0 575.0000000000013 0 0 0
20 0.3336681536104356 0 574.9999999999995 0 0 0
20 0.3104392393462059 0 575.0000000000016 0 0 0
20 0.30758940156954645 0 574.9999999999992 0 0 0
20 0.2967346427485279 0 575.0000000000007 0 0 0
20 0.2871789721215698 0 574.9999999999993 0 0 0
20 0.28122993885666364 0 575.0000000000003 0 0 0
20 0.2764235519832433 0 575.0000000000006 0 0 0
20 0.2744937843811624 0 575. 0 0 0
20 0.2718606467721617 0 575.0000000000005 0 0 0
20 0.2681814619387592 0 575. 0 0 0
20 0.2528835647611938 0 575.0000000000001 0 0 0
20 0.2470966006457956 0 575.0000000000007 0 0 0
20 0.24266870565353654 0 574.9999999999994 0 0 0
20 0.23988153624598635 0 575. 0 0 0
20 0.22994904211762882 0 574.999999999999 0 0 0
20 0.2257250859782548 0 575.0000000000015 0 0 0
20 0.22558862091320075 0 574.9999999999997 0 0 0
20 0.20675190204337557 0 575. 0 0 0
20 0.20017718626827805 0 575.0000000000002 0 0 0
20 0.19607744734231036 0 575.0000000000003 0 0 0
20 0.18976926454983467 0 574.9999999999998 0 0 0
20 0.18950208470903165 0 574.9999999999995 0 0 0
20 0.1852331267002051 0 574.9999999999995 0 0 0
20 0.17165764144096496 0 574.9999999999991 0 0 0
20 0.15358610497924036 0 574.9999999999994 0 0 0
20 0.1484968006867108 0 574.9999999999998 0 0 0
20 0.13037701564874754 0 574.9999999999993 0 0 0
20 0.11578833745014513 0 574.9999999999997 0 0 0
20 0.1008913108091392 0 575.0000000000003 0 0 0
20 0.09467394355119332 0 574.9999999999993 0 0 0
20 0.09290777671687915 0 574.9999999999999 0 0 0
20 0 0 575.0000000000003 0 0 0
20 0 0 575.0000000000006 0 0 0
20 0 3.0000000000000027 528.0000000000007 0 1.000000000000001 0
20 0 2.9999999999999996 527.9999999999998 0 0.9999999999999997 0
20 0.2984172540101591 2.000000000000002 528.0000000000011 0 1.0000000000000018 0
20 0.2866873227939658 1.9999999999999982 527.9999999999994 0 0.9999999999999997 0
20 0.2785962848282432 2.000000000000005 528.0000000000005 0 1.0000000000000018 0
20 0.2772277020016706 1.9999999999999996 527.9999999999989 0 0.9999999999999984 0
20 0.25967172376303205 1.999999999999996 527.9999999999987 0 0.9999999999999971 0
20 0.2488651642235163 1.9999999999999991 527.9999999999999 0 1.0000000000000002 0
20 0.24558966086391143 2.000000000000001 528.0000000000003 0 0.9999999999999999 0
20 0.23611192111460633 1.9999999999999996 528.0000000000006 0 1. 0
20 0.22658256386135867 2. 527.9999999999995 0 1.0000000000000007 0
20 0.20491919881393242 2.0000000000000018 528.0000000000008 0 1.0000000000000004 0
20 0.1921752393214196 2. 527.9999999999999 0 0.9999999999999994 0
20 0.17601414956448894 1.9999999999999982 527.9999999999999 0 0.9999999999999993 0
20 0.16897665177911597 2.0000000000000036 528.0000000000011 0 1.0000000000000018 0
20 0.1567941852331394 1.9999999999999982 528. 0 1. 0
20 0.13434171163965775 2.000000000000001 527.9999999999998 0 1. 0
20 0.11886441448994821 2.0000000000000013 528.0000000000001 0 1.0000000000000022 0
20 0.09390033228462322 2.0000000000000027 528.0000000000009 0 1.000000000000001 0
20 0.07897623727543299 1.9999999999999991 528.0000000000001 0 1.0000000000000002 0
20 0 2.000000000000001 528.0000000000003 0 1.0000000000000013 0
20 0 2.0000000000000004 527.9999999999999 0 1. 0
20 0 2.000000000000001 528.0000000000005 0 1.000000000000001 0
20 0.4973693839005933 1.0000000000000002 527.9999999999998 0 1.0000000000000004 0
20 0.4830361975704905 0.9999999999999991 528.0000000000001 0 0.999999999999999 0
20 0.4687307119932666 0.9999999999999993 527.9999999999998 0 0.9999999999999993 0
20 0.44759120809196906 0.9999999999999998 528.0000000000003 0 0.9999999999999997 0
20 0.4361528969523651 1. 527.9999999999999 0 0.9999999999999979 0
20 0.4311336704310115 1. 528. 0 0.9999999999999998 0
20 0.41226709813514245 1.000000000000001 528.0000000000007 0 1.000000000000002 0
20 0.4056319557860849 0.9999999999999998 527.9999999999997 0 1.0000000000000004 0
20 0.4028826504219697 1.000000000000001 528.0000000000006 0 1.0000000000000002 0
20 0.3986255537841374 1.0000000000000009 528.0000000000003 0 1.000000000000001 0
20 0.3978382634500019 1.0000000000000004 528.0000000000006 0 0.9999999999999999 0
20 0.3928936610482479 1. 528. 0 1.0000000000000007 0
20 0.3873028330203268 1. 528.0000000000005 0 0.9999999999999997 0
20 0.37740381261917616 0.9999999999999998 528.0000000000006 0 1.0000000000000009 0
20 0.37287435051240453 1.0000000000000016 528.0000000000013 0 1.0000000000000029 0
20 0.3666633202046802 1.0000000000000007 528. 0 1.0000000000000004 0
20 0.36278257785295087 1.0000000000000004 527.9999999999993 0 1.0000000000000002 0
20 0.35510927037984436 1.0000000000000007 528.000000000001 0 1.0000000000000018 0
20 0.34921040767110945 1. 527.9999999999993 0 0.9999999999999989 0
20 0.3458565160249627 1.0000000000000004 528. 0 0.9999999999999994 0
20 0.341741365754676 0.9999999999999998 527.9999999999994 0 0.9999999999999986 0
20 0.3400036664134716 1.0000000000000002 528.0000000000001 0 1.0000000000000004 0
20 0.3158983094090901 0.9999999999999996 528. 0 0.9999999999999993 0
20 0.30710675056057085 0.9999999999999991 528.0000000000001 0 0.9999999999999999 0
20 0.30100076910818785 1.0000000000000002 527.9999999999999 0 0.9999999999999993 0
20 0.2982881413969328 1.0000000000000004 527.9999999999995 0 0.9999999999999999 0
20 0.28628038788362664 1. 528.0000000000002 0 1.0000000000000004 0
20 0.2838250390268844 0.9999999999999998 527.999999999999 0 0.9999999999999997 0
20 0.27855551496323555 0.9999999999999993 528.0000000000002 0 0.9999999999999979 0
20 0.27627467229484787 1.0000000000000007 528.0000000000002 0 1. 0
20 0.2749615255086068 0.9999999999999989 527.999999999999 0 0.9999999999999989 0
20 0.27472324197238646 1.0000000000000013 528.0000000000016 0 1.0000000000000013 0
20 0.2705231413452616 0.9999999999999993 527.9999999999999 0 0.9999999999999996 0
20 0.26995359280479203 1. 528. 0 1.000000000000001 0
20 0.2562946571259656 1.0000000000000022 528.0000000000013 0 1.0000000000000036 0
20 0.2518747969908957 1.0000000000000002 528.0000000000001 0 1.000000000000001 0
20 0.24859626957694703 0.9999999999999989 527.9999999999989 0 0.9999999999999976 0
20 0.2442909576944409 1.0000000000000004 528.0000000000009 0 1.0000000000000018 0
20 0.24143978783414194 1. 528.0000000000011 0 1. 0
20 0.23612505190109462 0.9999999999999989 527.9999999999995 0 0.9999999999999983 0
20 0.2322398846991921 0.9999999999999993 527.9999999999997 0 0.999999999999998 0
20 0.2272939368754363 1.0000000000000007 528. 0 1.0000000000000002 0
20 0.22570583907161026 0.9999999999999998 528.0000000000003 0 0.9999999999999998 0
20 0.22193323122025316 1.000000000000001 528.0000000000002 0 0.9999999999999998 0
20 0.2069524348041496 1.000000000000001 528.0000000000013 0 1.0000000000000004 0
20 0.20480411058195017 1. 527.9999999999994 0 0.9999999999999996 0
20 0.19882639251049053 1. 528.0000000000001 0 1. 0
20 0.1939043499745485 1. 528.0000000000006 0 1.000000000000001 0
20 0.19095987919417767 0.9999999999999998 527.9999999999992 0 0.9999999999999984 0
20 0.18411565164440344 0.9999999999999993 527.9999999999994 0 0.9999999999999988 0
20 0.18344008776717444 1.0000000000000024 528.0000000000016 0 1.000000000000003 0
20 0.1712134301289533 0.9999999999999993 527.9999999999987 0 0.9999999999999979 0
20 0.1700862643648519 1.0000000000000009 528.0000000000009 0 1.0000000000000013 0
20 0.16782065692935416 0.9999999999999991 527.9999999999981 0 0.9999999999999976 0
20 0.1532712088842256 0.9999999999999998 528.0000000000006 0 0.9999999999999999 0
20 0.14940769051724923 0.9999999999999998 527.9999999999992 0 1.0000000000000004 0
20 0.1349649474487329 1.0000000000000002 528.0000000000002 0 1.0000000000000009 0
20 0.12805654596529448 0.9999999999999991 527.9999999999998 0 1.0000000000000007 0
20 0.12050820634094042 1. 528.0000000000001 0 1.0000000000000002 0
20 0.09475433620665803 0.9999999999999991 527.9999999999997 0 0.9999999999999992 0
20 0.09389221461824465 1.0000000000000004 528. 0 1.0000000000000002 0
20 0.08648383651284385 1.0000000000000016 528.0000000000014 0 1.0000000000000007 0
20 0.07980570553382371 1.0000000000000007 527.9999999999999 0 0.9999999999999999 0
20 0 0.9999999999999998 527.9999999999997 0 0.9999999999999992 0
20 0 1.0000000000000002 528.0000000000006 0 1.0000000000000002 0
20 0 1.0000000000000004 527.9999999999999 0 0.9999999999999997 0
20 0.5581382503776805 0 527.9999999999999 0 0.9999999999999993 0
20 0.5112955968491799 0 528.0000000000005 0 0.9999999999999997 0
20 0.4973160331540598 0 528.0000000000001 0 1.0000000000000004 0
20 0.4682500843237255 0 527.9999999999999 0 1. 0
20 0.4428257910982499 0 527.9999999999993 0 1.0000000000000007 0
20 0.42640445621991296 0 527.9999999999999 0 0.9999999999999992 0
20 0.41049040126440006 0 527.9999999999995 0 0.9999999999999998 0
20 0.4053510473967093 0 528.0000000000019 0 1.000000000000001 0
20 0.399502080988831 0 528.0000000000008 0 1.0000000000000009 0
20 0.39790569703023754 0 528. 0 1.0000000000000002 0
20 0.39277608008563103 0 528. 0 0.9999999999999991 0
20 0.3870588966360721 0 528. 0 0.9999999999999997 0
20 0.37882179534580623 0 528.0000000000002 0 1. 0
20 0.3737267165025713 0 527.9999999999999 0 0.9999999999999994 0
20 0.3577875986741001 0 527.9999999999983 0 0.9999999999999979 0
20 0.3504726975135766 0 527.9999999999995 0 0.999999999999999 0
20 0.3490548171148866 0 527.9999999999993 0 1.0000000000000004 0
20 0.34222524011596595 0 527.9999999999998 0 1.0000000000000002 0
20 0.34039867356317854 0 528.0000000000003 0 0.9999999999999996 0
20 0.315742211580431 0 527.9999999999997 0 0.9999999999999998 0
20 0.30755881111733246 0 527.9999999999998 0 0.9999999999999994 0
20 0.2896411548876649 0 528.0000000000006 0 1.0000000000000009 0
20 0.2774069469600377 0 528.0000000000003 0 0.9999999999999983 0
20 0.27512337913835433 0 528. 0 0.9999999999999996 0
20 0.2724912229781089 0 528.0000000000007 0 0.9999999999999999 0
20 0.2692358286341866 0 527.9999999999997 0 1.0000000000000002 0
20 0.24933626393262323 0 528.000000000001 0 0.9999999999999991 0
20 0.24164441759021482 0 528. 0 1.0000000000000004 0
20 0.2279421111338358 0 528.0000000000005 0 1.0000000000000007 0
20 0.22552819630462778 0 527.9999999999993 0 0.9999999999999986 0
20 0.20635564632447068 0 528. 0 1.0000000000000009 0
20 0.2006645828373452 0 527.9999999999999 0 1. 0
20 0.19744566979332584 0 528.0000000000006 0 1.0000000000000002 0
20 0.1889821433817134 0 527.9999999999995 0 0.9999999999999977 0
20 0.17634332993741655 0 528. 0 1.000000000000001 0
20 0.16886479411440322 0 527.9999999999993 0 0.9999999999999989 0
20 0.15372663386396343 0 528.0000000000003 0 1.0000000000000002 0
20 0.12087096637452129 0 528.0000000000007 0 0.9999999999999991 0
20 0.10117681932960791 0 527.9999999999995 0 1.0000000000000004 0
20 0.09366720665303724 0 527.9999999999995 0 0.9999999999999992 0
20 0 3.0000000000000013 483.00000000000034 0 2.0000000000000013 0
20 0.2984266511213378 2.0000000000000013 482.9999999999995 0 2.000000000000001 0
20 0.2874997627730452 2.000000000000001 483.00000000000057 0 2.0000000000000004 0
20 0.28082732569878455 2.0000000000000027 483.00000000000074 0 2.0000000000000036 0
20 0.27667433385430257 2. 483.0000000000003 0 2.0000000000000013 0
20 0.2598176198885432 1.9999999999999996 482.9999999999992 0 1.9999999999999967 0
20 0.24873782349407594 2.000000000000001 483.00000000000034 0 2. 0
20 0.23967508294195214 2.000000000000002 483.00000000000017 0 2.0000000000000013 0
20 0.22262257462330118 2.0000000000000004 483. 0 2.0000000000000018 0
20 0.20221846230730275 2.000000000000001 483.0000000000004 0 1.9999999999999976 0
20 0.1807870629521847 2.0000000000000013 482.99999999999994 0 2.000000000000002 0
20 0.17129039026464102 2.0000000000000013 483.00000000000057 0 2.0000000000000027 0
20 0.15361354140727004 2. 483.00000000000034 0 1.9999999999999998 0
20 0.12874116067169555 2. 482.9999999999998 0 2.0000000000000004 0
20 0.08406172861213795 2.0000000000000004 482.9999999999993 0 1.999999999999999 0
20 0.07688194994621925 1.9999999999999996 483.00000000000017 0 1.9999999999999996 0
20 0 2.0000000000000004 482.99999999999983 0 1.9999999999999998 0
20 0 2.0000000000000004 482.99999999999966 0 1.9999999999999998 0
20 0.4973785051608105 1.0000000000000009 483.0000000000004 0 1.9999999999999982 0
20 0.4693162481647173 1. 483.0000000000001 0 1.999999999999999 0
20 0.4493734553789321 0.9999999999999989 482.99999999999903 0 1.999999999999997 0
20 0.4372086519239597 1.0000000000000002 483.0000000000005 0 2. 0
20 0.42271001579058803 1.0000000000000016 483.00000000000034 0 2.000000000000001 0
20 0.4104454469996313 0.9999999999999996 482.99999999999943 0 1.9999999999999984 0
20 0.40374777929335165 1.0000000000000004 482.9999999999999 0 1.9999999999999984 0
20 0.3984565401793217 0.9999999999999993 482.9999999999993 0 2. 0
20 0.39777963198195104 0.9999999999999998 483.00000000000034 0 1.999999999999999 0
20 0.3899562253336193 0.9999999999999998 482.99999999999983 0 2.000000000000002 0
20 0.3875984039327946 1.0000000000000004 483.00000000000057 0 2.000000000000001 0
20 0.3800439605776206 1.0000000000000018 483.0000000000009 0 2.0000000000000067 0
20 0.37226885488319666 1.0000000000000004 482.9999999999998 0 2.0000000000000004 0
20 0.35210621615809984 0.9999999999999991 483.00000000000017 0 2.000000000000001 0
20 0.3433516256668006 1.0000000000000007 483.0000000000008 0 2.0000000000000027 0
20 0.3408551799346979 0.9999999999999993 482.9999999999993 0 2.0000000000000004 0
20 0.339270920181014 1.0000000000000002 483.0000000000003 0 2.0000000000000013 0
20 0.3238073456041727 1.0000000000000002 483. 0 1.9999999999999984 0
20 0.30797616109872955 0.9999999999999998 483.0000000000004 0 1.9999999999999978 0
20 0.29824194205169907 1. 483.00000000000034 0 2.0000000000000013 0
20 0.2907337228130013 1.0000000000000002 483.0000000000006 0 2.000000000000002 0
20 0.28508112721207096 1.0000000000000013 483.00000000000045 0 1.9999999999999998 0
20 0.2780636925137225 0.9999999999999991 482.9999999999991 0 1.9999999999999987 0
20 0.274951143359889 0.9999999999999987 482.99999999999926 0 1.9999999999999958 0
20 0.273564334347225 0.9999999999999998 483. 0 1.9999999999999962 0
20 0.26956431173342726 0.9999999999999993 482.9999999999998 0 1.999999999999998 0
20 0.2643119676086523 1.000000000000001 483.0000000000006 0 2.000000000000001 0
20 0.25514761388618146 1.0000000000000004 483.0000000000007 0 2.000000000000001 0
20 0.2480277154708116 0.9999999999999993 482.9999999999997 0 1.9999999999999982 0
20 0.24636860490668863 0.9999999999999998 482.9999999999998 0 1.9999999999999987 0
20 0.23945785281815837 1. 482.99999999999955 0 2.0000000000000004 0
20 0.22777074712379453 1.0000000000000002 483.0000000000006 0 1.9999999999999984 0
20 0.2259685399838266 1.0000000000000002 482.99999999999983 0 1.9999999999999987 0
20 0.22221091773780463 0.9999999999999998 483.00000000000017 0 1.9999999999999987 0
20 0.20480815899546187 0.9999999999999982 482.9999999999989 0 1.9999999999999927 0
20 0.19914139894561456 1. 482.9999999999998 0 1.9999999999999982 0
20 0.19373899057309515 1.0000000000000002 482.9999999999999 0 2.000000000000001 0
20 0.1906025898351999 1.0000000000000002 482.9999999999996 0 1.9999999999999984 0
20 0.1816792050125015 0.9999999999999991 482.9999999999994 0 1.999999999999997 0
20 0.17239466669987796 1.0000000000000007 483.0000000000001 0 2.000000000000002 0
20 0.17018729321964332 0.9999999999999998 482.99999999999955 0 1.9999999999999962 0
20 0.1530326232568024 0.9999999999999993 482.9999999999999 0 1.9999999999999982 0
20 0.1383836798512541 1.0000000000000002 482.9999999999996 0 2.0000000000000004 0
20 0.11980687415925748 1.0000000000000002 483.000000000001 0 2.000000000000002 0
20 0.10019841703747967 1. 483.00000000000006 0 1.9999999999999978 0
20 0.09059800115967026 0.9999999999999998 483.0000000000003 0 2.0000000000000018 0
20 0.08023203289142884 1.0000000000000007 482.99999999999994 0 2.000000000000003 0
20 0 1.000000000000001 483.0000000000006 0 2.0000000000000018 0
20 0.5614366212182997 0 482.99999999999943 0 1.9999999999999982 0
20 0.5320769865041708 0 483.0000000000009 0 2.0000000000000027 0
20 0.49726539318177754 0 482.9999999999999 0 2.0000000000000027 0
20 0.4883181915420026 0 483.0000000000005 0 2.0000000000000036 0
20 0.4684757981202044 0 482.9999999999994 0 1.9999999999999982 0
20 0.4646919490978195 0 483.0000000000003 0 2.000000000000002 0
20 0.4414775134755544 0 482.99999999999994 0 2.0000000000000018 0
20 0.4200789280298955 0 482.99999999999966 0 1.9999999999999982 0
20 0.4075546983048327 0 483.0000000000006 0 1.9999999999999996 0
20 0.40365250978691836 0 483.0000000000005 0 2.0000000000000027 0
20 0.3979748629757232 0 483.00000000000017 0 2.0000000000000004 0
20 0.39683784658721133 0 482.9999999999997 0 2.0000000000000018 0
20 0.387346494374466 0 483.00000000000034 0 2.000000000000002 0
20 0.3797758370888688 0 483.00000000000034 0 2. 0
20 0.37380257069577116 0 482.9999999999995 0 1.9999999999999996 0
20 0.37270112897219837 0 483.0000000000001 0 2.000000000000001 0
20 0.3501260928670189 0 483.00000000000045 0 2.0000000000000004 0
20 0.3422033507878169 0 483.0000000000001 0 1.9999999999999993 0
20 0.34139125145828636 0 482.99999999999994 0 2. 0
20 0.3294323006400765 0 482.99999999999994 0 2.000000000000001 0
20 0.3066825073379922 0 482.99999999999994 0 1.9999999999999987 0
20 0.30609067363556003 0 482.99999999999943 0 1.9999999999999956 0
20 0.29176113904282763 0 482.9999999999994 0 1.9999999999999978 0
20 0.2760582348740551 0 482.99999999999864 0 1.9999999999999971 0
20 0.27429168106483426 0 482.9999999999999 0 2.000000000000002 0
20 0.26569622348119165 0 482.9999999999992 0 1.999999999999998 0
20 0.25448113267903333 0 482.99999999999915 0 1.999999999999999 0
20 0.2442330188619337 0 483.0000000000005 0 2.0000000000000013 0
20 0.23607741467541116 0 482.9999999999995 0 1.9999999999999993 0
20 0.22502997837139602 0 482.9999999999993 0 1.9999999999999967 0
20 0.20819422283844324 0 483.0000000000001 0 1.9999999999999991 0
20 0.1957956084049235 0 482.9999999999995 0 1.999999999999997 0
20 0.1892557958867594 0 483.00000000000057 0 2.0000000000000044 0
20 0.17094203914200626 0 483.0000000000011 0 2.000000000000003 0
20 0.1537166354757418 0 483.0000000000001 0 1.9999999999999987 0
20 0.14507825268859123 0 482.99999999999903 0 1.9999999999999962 0
20 0.10103692620973205 0 482.999999999999 0 1.9999999999999987 0
20 0.09223500751686427 0 482.99999999999903 0 1.9999999999999964 0
20 0 0 482.9999999999999 0 1.999999999999998 0
20 0 2.999999999999999 440.0000000000001 0 2.999999999999998 0
20 0.2984213853256184 2. 440.0000000000003 0 2.9999999999999987 0
20 0.28603476383769594 2.0000000000000004 440.00000000000045 0 3.0000000000000004 0
20 0.2780886234649383 1.9999999999999991 439.9999999999996 0 2.9999999999999973 0
20 0.24988807486727588 2.0000000000000018 440.0000000000003 0 3.0000000000000018 0
20 0.2418542534542698 1.9999999999999996 439.9999999999999 0 2.9999999999999973 0
20 0.22973163936780924 1.999999999999997 439.99999999999903 0 2.9999999999999916 0
20 0.1964073602384484 2. 440.00000000000017 0 3.0000000000000036 0
20 0.17569193125357013 1.9999999999999996 439.99999999999994 0 3.000000000000001 0
20 0.16569665547547138 1.9999999999999978 439.9999999999993 0 2.999999999999995 0
20 0.11890369147208943 1.9999999999999996 440.0000000000003 0 3.000000000000002 0
20 0.07790802851321864 2.000000000000001 439.99999999999994 0 3.0000000000000004 0
20 0 2. 440.0000000000004 0 3.0000000000000044 0
20 0.4974493397841455 0.9999999999999993 440.0000000000001 0 2.9999999999999987 0
20 0.4884761430993417 0.9999999999999996 440.00000000000057 0 2.9999999999999987 0
20 0.46826256705067054 0.9999999999999996 439.99999999999966 0 3.0000000000000004 0
20 0.4467835699291671 0.9999999999999991 439.9999999999999 0 3. 0
20 0.4345168485604791 0.9999999999999998 440.0000000000002 0 2.9999999999999996 0
20 0.4254460996762944 0.9999999999999989 439.99999999999903 0 2.999999999999996 0
20 0.4054475641384365 1.0000000000000007 440.00000000000006 0 2.9999999999999956 0
20 0.4011161152135054 1.000000000000001 440.0000000000002 0 3.000000000000004 0
20 0.39765871956956256 0.9999999999999998 440.0000000000002 0 3. 0
20 0.38992500580025846 1.0000000000000002 440.0000000000002 0 3.0000000000000044 0
20 0.37719548592727575 1.0000000000000002 439.9999999999999 0 3.0000000000000053 0
20 0.3727746569554051 0.9999999999999982 439.9999999999983 0 2.999999999999992 0
20 0.3703419686875611 0.9999999999999998 440.0000000000002 0 3.0000000000000013 0
20 0.3640796703083629 1.0000000000000007 440.0000000000001 0 3.0000000000000018 0
20 0.35255923996514843 0.9999999999999991 440.0000000000002 0 3.000000000000001 0
20 0.3410593365727977 0.9999999999999993 440.00000000000114 0 3.000000000000007 0
20 0.33954223350794677 1.0000000000000002 439.9999999999999 0 3.0000000000000013 0
20 0.31046457694518387 1.0000000000000002 439.9999999999999 0 2.999999999999998 0
20 0.30447871407800803 1.0000000000000002 440.0000000000004 0 3.0000000000000018 0
20 0.29807597722102586 1.0000000000000007 439.99999999999983 0 3. 0
20 0.28928066374092753 0.9999999999999989 439.9999999999996 0 3.0000000000000004 0
20 0.2849877141923152 1.0000000000000004 440.0000000000002 0 2.9999999999999996 0
20 0.27544300965543017 1. 440.0000000000003 0 3. 0
20 0.27474680263957896 0.9999999999999991 439.99999999999926 0 2.9999999999999973 0
20 0.2718142874598405 1.0000000000000002 439.99999999999983 0 3.0000000000000027 0
20 0.25616687484180656 1.0000000000000009 440.0000000000013 0 3.0000000000000067 0
20 0.25060243419053857 0.9999999999999998 440.0000000000004 0 3. 0
20 0.2448826091957757 1.000000000000002 440.00000000000045 0 3.0000000000000044 0
20 0.23062645071845775 1.0000000000000016 440.0000000000008 0 3.0000000000000058 0
20 0.22526477514378165 0.9999999999999998 440.00000000000006 0 2.999999999999996 0
20 0.22131756850249223 1.0000000000000002 439.9999999999993 0 2.999999999999999 0
20 0.20966404466058017 1.0000000000000004 440. 0 3.0000000000000004 0
20 0.2011312119240641 1.0000000000000007 440.0000000000009 0 3.000000000000003 0
20 0.1916660584731228 1.0000000000000002 440.0000000000001 0 3. 0
20 0.17221888423867263 1.0000000000000004 440.00000000000085 0 3.0000000000000053 0
20 0.16722533869775894 0.9999999999999993 439.9999999999996 0 2.999999999999996 0
20 0.15160141823950124 0.9999999999999998 439.99999999999955 0 2.9999999999999987 0
20 0.1476043444961132 1.0000000000000018 440.00000000000085 0 3.000000000000006 0
